urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@σ[4],σ,,sigma
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ι[3],ι,,iota
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ν[2],ν,,nu
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@α[2],α,,alpha
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@χ[1],χ,,chi
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@α[3],α,,alpha
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ι[6],ι,,iota
urn:cite:openpal:TBA.1,urn:cts:greekLit:tlg0012.tlg001.bod85:2.4@ων[1],ων,,abbreviation for gen. pl. ending


ObservationId,TextUrn,TextReading,ImageReference,Comments
ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:team5.1,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@τ[1],τ,"urn:cite:ecod:gen44.gen44_074@0.193,0.4468,0.021,0.0184",tau
urn:cite:openpal:team5.2,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ι[1],ι,"urn:cite:ecod:gen44.gen44_074@0.208,0.4468,0.013,0.0184",iota
urn:cite:openpal:team5.3,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@μ[1],μ,"urn:cite:ecod:gen44.gen44_074@0.218,0.4468,0.024,0.0184",mu
urn:cite:openpal:team5.4,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@η[1],η,"urn:cite:ecod:gen44.gen44_074@0.24,0.4491,0.016,0.0161",eta
urn:cite:openpal:team5.5,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@σ[1],σ,"urn:cite:ecod:gen44.gen44_074@0.253,0.4514,0.016,0.0115",sigma
urn:cite:openpal:team5.6,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@η[2],η,"urn:cite:ecod:gen44.gen44_074@0.264,0.4514,0.015,0.0115",eta
urn:cite:openpal:team5.7,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ι[2],ι,"urn:cite:ecod:gen44.gen44_074@0.275,0.4537,0.011,0.0107",iota
urn:cite:openpal:team5.8,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ο[1],ο,"urn:cite:ecod:gen44.gen44_074@0.292,0.4529,0.013,0.0115",omicron
urn:cite:openpal:team5.9,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@λ[1],λ,"urn:cite:ecod:gen44.gen44_074@0.303,0.4529,0.015,0.0115",lambda
urn:cite:openpal:team5.10,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@εσ[1],εσ,"urn:cite:ecod:gen44.gen44_074@0.315,0.4484,0.023,0.0161",epsilon-sigma ligature
urn:cite:openpal:team5.11,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@η[3],η,"urn:cite:ecod:gen44.gen44_074@0.337,0.4522,0.009,0.0122",eta
urn:cite:openpal:team5.12,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@δ[1],δ,"urn:cite:ecod:gen44.gen44_074@0.344,0.4468,0.014,0.0176",delta
urn:cite:openpal:team5.13,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ε[2],ε,"urn:cite:ecod:gen44.gen44_074@0.355,0.4491,0.013,0.0153",epsilon
urn:cite:openpal:team5.14,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@π[1],π,"urn:cite:ecod:gen44.gen44_074@0.367,0.4529,0.018,0.0115",pi
urn:cite:openpal:team5.15,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ο[2],ο,"urn:cite:ecod:gen44.gen44_074@0.382,0.4529,0.014,0.0115",omicron
urn:cite:openpal:team5.16,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@λ[2],λ,"urn:cite:ecod:gen44.gen44_074@0.391,0.456,0.02,0.0107",lambda
urn:cite:openpal:team5.17,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ε[3],ε,"urn:cite:ecod:gen44.gen44_074@0.406,0.4491,0.016,0.0176",epsilon
urn:cite:openpal:team5.18,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@α[1],α,"urn:cite:ecod:gen44.gen44_074@0.418,0.4568,0.015,0.0099",alpha
urn:cite:openpal:team5.19,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@σ[2],σ,"urn:cite:ecod:gen44.gen44_074@0.43,0.456,0.018,0.0107",sigma
urn:cite:openpal:team5.20,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ε[4],επ,"urn:cite:ecod:gen44.gen44_074@0.445,0.4484,0.028,0.0191",epsilon-pi ligature
urn:cite:openpal:team5.21,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ι[3],ι,"urn:cite:ecod:gen44.gen44_074@0.47,0.4568,0.009,0.0153",iota
urn:cite:openpal:team5.22,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ν[1],ν,"urn:cite:ecod:gen44.gen44_074@0.476,0.456,0.014,0.0191",nu
urn:cite:openpal:team5.23,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@η[4],η,"urn:cite:ecod:gen44.gen44_074@0.488,0.4583,0.011,0.0115",eta
urn:cite:openpal:team5.24,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@υ[1],υ,"urn:cite:ecod:gen44.gen44_074@0.497,0.4568,0.013,0.0138",upsilon
urn:cite:openpal:team5.25,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@σ[3],σ,"urn:cite:ecod:gen44.gen44_074@0.51,0.4568,0.014,0.0138",sigma
urn:cite:openpal:team5.26,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ι[4],ι,"urn:cite:ecod:gen44.gen44_074@0.52,0.4583,0.01,0.0122",iota
urn:cite:openpal:team5.27,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ν[2],ν,"urn:cite:ecod:gen44.gen44_074@0.528,0.456,0.013,0.0161",nu
urn:cite:openpal:team5.28,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@αχ[1],αχ,"urn:cite:ecod:gen44.gen44_074@0.538,0.4545,0.025,0.0184",alpha-chi ligature
urn:cite:openpal:team5.29,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@α[3],α,"urn:cite:ecod:gen44.gen44_074@0.56,0.456,0.021,0.0176",alpha
urn:cite:openpal:team5.30,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ι[5],ι,"urn:cite:ecod:gen44.gen44_074@0.575,0.4598,0.015,0.013",iota
urn:cite:openpal:team5.31,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ω[1],ω,"urn:cite:ecod:gen44.gen44_074@0.586,0.4606,0.03,0.0122",omega
urn:cite:openpal:team5.32,urn:cts:greekLit:tlg0012.tlg001.ge:2.4@ν[3],ν,"urn:cite:ecod:gen44.gen44_074@0.612,0.4552,0.024,0.0237",nu
ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:team5.1,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@τ[1],τ,"urn:cite:hmt:e4img.e4_537@0.089,0.2187,0.015,0.012",tau
urn:cite:openpal:team5.2,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ι[1],ι,"urn:cite:hmt:e4img.e4_537@0.1,0.2153,0.009,0.0153",iota
urn:cite:openpal:team5.3,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@μ[1],μ,"urn:cite:hmt:e4img.e4_537@0.105,0.218,0.02,0.012",mu
urn:cite:openpal:team5.4,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@η[1],η,"urn:cite:hmt:e4img.e4_537@0.118,0.218,0.014,0.012",eta
urn:cite:openpal:team5.5,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@σ[1],σ,"urn:cite:hmt:e4img.e4_537@0.128,0.2153,0.016,0.0133",sigma
urn:cite:openpal:team5.6,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@η[2],η,"urn:cite:hmt:e4img.e4_537@0.139,0.2153,0.015,0.012",eta
urn:cite:openpal:team5.7,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ο[1],ο,"urn:cite:hmt:e4img.e4_537@0.154,0.2167,0.013,0.0087",omicron
urn:cite:openpal:team5.8,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@λ[1],λ,"urn:cite:hmt:e4img.e4_537@0.162,0.2127,0.014,0.0153",lambda
urn:cite:openpal:team5.9,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ε[1],ε,"urn:cite:hmt:e4img.e4_537@0.171,0.2153,0.01,0.0107",epsilon
urn:cite:openpal:team5.10,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@σ[2],σ,"urn:cite:hmt:e4img.e4_537@0.178,0.2153,0.016,0.0107",sigma
urn:cite:openpal:team5.11,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@η[3],η,"urn:cite:hmt:e4img.e4_537@0.191,0.2153,0.014,0.0107",eta
urn:cite:openpal:team5.12,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@δε[1],δε,"urn:cite:hmt:e4img.e4_537@0.202,0.2153,0.016,0.0153",abbreviation for δε
urn:cite:openpal:team5.13,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@π[1],π,"urn:cite:hmt:e4img.e4_537@0.215,0.2153,0.021,0.0107",pi
urn:cite:openpal:team5.14,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ο[2],ο,"urn:cite:hmt:e4img.e4_537@0.232,0.2153,0.013,0.0093",omicron
urn:cite:openpal:team5.15,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@λ[2],λ,"urn:cite:hmt:e4img.e4_537@0.244,0.2127,0.016,0.012",lambda
urn:cite:openpal:team5.16,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ε[3],ε,"urn:cite:hmt:e4img.e4_537@0.256,0.2153,0.013,0.0093",epsilon
urn:cite:openpal:team5.17,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ασ[1],ασ,"urn:cite:hmt:e4img.e4_537@0.255,0.2073,0.019,0.01",abbreviation for fem. acc. pl. ending
urn:cite:openpal:team5.18,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ε[4],ε,"urn:cite:hmt:e4img.e4_537@0.27,0.21,0.013,0.0147",epsilon
urn:cite:openpal:team5.19,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@π[2],π,"urn:cite:hmt:e4img.e4_537@0.278,0.2133,0.017,0.0113",pi
urn:cite:openpal:team5.20,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ι[2],ι,"urn:cite:hmt:e4img.e4_537@0.292,0.2153,0.01,0.01",iota
urn:cite:openpal:team5.21,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ν[1],ν,"urn:cite:hmt:e4img.e4_537@0.3,0.2153,0.015,0.012",nu
urn:cite:openpal:team5.22,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@η[4],η,"urn:cite:hmt:e4img.e4_537@0.314,0.2153,0.013,0.0093",eta
urn:cite:openpal:team5.23,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@υ[1],υ,"urn:cite:hmt:e4img.e4_537@0.327,0.2153,0.011,0.0093",upsilon
urn:cite:openpal:team5.24,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@σ[4],σ,"urn:cite:hmt:e4img.e4_537@0.334,0.2153,0.015,0.0093",sigma
urn:cite:openpal:team5.25,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ιν[0],ιν,"urn:cite:hmt:e4img.e4_537@0.336,0.2067,0.01,0.01",abbreviation for dat. pl. ending
urn:cite:openpal:team5.26,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@αχ[1],αχ,"urn:cite:hmt:e4img.e4_537@0.346,0.2127,0.027,0.0133",alpha-chi ligature
urn:cite:openpal:team5.27,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@α[3],α,"urn:cite:hmt:e4img.e4_537@0.366,0.2147,0.017,0.0073",alpha
urn:cite:openpal:team5.28,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ι[6],ι,"urn:cite:hmt:e4img.e4_537@0.379,0.2147,0.008,0.0107",iota
urn:cite:openpal:team5.29,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ω[1],ω,"urn:cite:hmt:e4img.e4_537@0.385,0.2133,0.017,0.0107",omega
urn:cite:openpal:team5.30,urn:cts:greekLit:tlg0012.tlg001.e4:2.4@ν[2],ν,"urn:cite:hmt:e4img.e4_537@0.394,0.2087,0.015,0.0067",nu abbreviation
ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:team6.1,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@τ[1],τ,"urn:cite:hmt:e3img.E3-018r@0.1723,0.4793,0.014,0.0128",tau
urn:cite:openpal:team6.2,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ι[1],ι,"urn:cite:hmt:e3img.E3-018r@0.1814,0.4793,0.012,0.0105",iota
urn:cite:openpal:team6.3,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@μ[1],μ,"urn:cite:hmt:e3img.E3-018r@0.1814,0.4793,0.012,0.0105",mu
urn:cite:openpal:team6.4,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@η[1],η,"urn:cite:hmt:e3img.E3-018r@0.2014,0.4786,0.012,0.012",eta
urn:cite:openpal:team6.5,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@σ[1],σ,"urn:cite:hmt:e3img.E3-018r@0.2124,0.4816,0.012,0.0083",sigma
urn:cite:openpal:team6.6,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@η[2],η,"urn:cite:hmt:e3img.E3-018r@0.2224,0.4771,0.014,0.0143",eta
urn:cite:openpal:team6.7,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ι[2],ι,"urn:cite:hmt:e3img.E3-018r@0.2345,0.4816,0.007,0.0083",iota
urn:cite:openpal:team6.8,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ο[1],ο,"urn:cite:hmt:e3img.E3-018r@0.2465,0.4823,0.012,0.009",omicron
urn:cite:openpal:team6.9,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@λ[1],λ,"urn:cite:hmt:e3img.E3-018r@0.2585,0.4801,0.017,0.0135",lambda
urn:cite:openpal:team6.10,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ε[1],εσ,"urn:cite:hmt:e3img.E3-018r@0.2725,0.4793,0.018,0.0113",epsilon-sigma ligature
urn:cite:openpal:team6.12,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@η[3],η,"urn:cite:hmt:e3img.E3-018r@0.2886,0.4771,0.015,0.015",eta
urn:cite:openpal:team6.13,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ι[3],ι,"urn:cite:hmt:e3img.E3-018r@0.3026,0.4816,0.008,0.0098",iota
urn:cite:openpal:team6.14,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@π[1],π,"urn:cite:hmt:e3img.E3-018r@0.3307,0.4831,0.018,0.009",pi
urn:cite:openpal:team6.15,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ο[2],ο,"urn:cite:hmt:e3img.E3-018r@0.3307,0.4831,0.018,0.009",omicron
urn:cite:openpal:team6.16,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@λ[2],λ,"urn:cite:hmt:e3img.E3-018r@0.3527,0.4816,0.011,0.0135",lambda
urn:cite:openpal:team6.17,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ε[2],ε,"urn:cite:hmt:e3img.E3-018r@0.3617,0.4808,0.011,0.0105",epsilon
urn:cite:openpal:team6.18,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@α[1],α,"urn:cite:hmt:e3img.E3-018r@0.3687,0.4838,0.013,0.0068",alpha
urn:cite:openpal:team6.19,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@σ[3],σ,"urn:cite:hmt:e3img.E3-018r@0.3818,0.4838,0.013,0.0075",sigma
urn:cite:openpal:team6.20,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ε[3],ε,"urn:cite:hmt:e3img.E3-018r@0.3938,0.4793,0.014,0.015",epsilon
urn:cite:openpal:team6.21,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@π[2],π,"urn:cite:hmt:e3img.E3-018r@0.4018,0.4838,0.015,0.0105",pi
urn:cite:openpal:team6.22,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ι[4],ι,"urn:cite:hmt:e3img.E3-018r@0.4148,0.4823,0.008,0.0098",iota
urn:cite:openpal:team6.23,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ν[1],ν,"urn:cite:hmt:e3img.E3-018r@0.4218,0.4831,0.009,0.0105",nu
urn:cite:openpal:team6.24,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@η[4],η,"urn:cite:hmt:e3img.E3-018r@0.4279,0.4771,0.017,0.0173",eta
urn:cite:openpal:team6.25,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@υ[1],υ,"urn:cite:hmt:e3img.E3-018r@0.4339,0.4838,0.015,0.0128",upsilon
urn:cite:openpal:team6.26,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@σ[4],σ,"urn:cite:hmt:e3img.E3-018r@0.4469,0.4838,0.012,0.0135",sigma
urn:cite:openpal:team6.27,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ι[5],ι,"urn:cite:hmt:e3img.E3-018r@0.4539,0.4771,0.011,0.0188",iota
urn:cite:openpal:team6.28,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ν[2],ν,"urn:cite:hmt:e3img.E3-018r@0.4619,0.4801,0.012,0.0188",nu
urn:cite:openpal:team6.29,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@α[2],αχ,"urn:cite:hmt:e3img.E3-018r@0.4739,0.4801,0.019,0.0188",alpha-chi ligature
urn:cite:openpal:team6.31,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@α[3],α,"urn:cite:hmt:e3img.E3-018r@0.486,0.4808,0.013,0.0173",alpha
urn:cite:openpal:team6.32,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ι[6],ι,"urn:cite:hmt:e3img.E3-018r@0.497,0.4823,0.012,0.0158",iota
urn:cite:openpal:team6.33,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ω[1],ω,"urn:cite:hmt:e3img.E3-018r@0.507,0.4846,0.016,0.009",omega
urn:cite:openpal:team6.34,urn:cts:greekLit:tlg0012.tlg001.e3:2.4@ν[3],ν,"urn:cite:hmt:e3img.E3-018r@0.523,0.4831,0.014,0.0128",nu
ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:team2.1,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ν[1],ν,,nu
urn:cite:openpal:team2.2,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ει[1],ει,,epsilon-iota ligature
urn:cite:openpal:team2.3,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@α[1],α,,alpha
urn:cite:openpal:team2.4,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ι[2],ι,,iota
urn:cite:openpal:team2.5,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ρ[1],ρ,,rho
urn:cite:openpal:team2.6,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@η[1],η,,eta
urn:cite:openpal:team2.7,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ι[3],ι,,iota
urn:cite:openpal:team2.8,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@δ[1],δ,,delta
urn:cite:openpal:team2.9,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ε[2],ε,,epsilon
urn:cite:openpal:team2.10,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ν[2],ν,,nu
urn:cite:openpal:team2.11,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@γ[1],γ,,gamma
urn:cite:openpal:team2.12,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@α[2],α,,alpha
urn:cite:openpal:team2.13,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@στ[1],στ,,sigma-tau ligature
urn:cite:openpal:team2.14,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ρ[2],ρ,,rho
urn:cite:openpal:team2.15,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ι[4],ι,,iota
urn:cite:openpal:team2.16,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@δ[2],δ,,delta
urn:cite:openpal:team2.17,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ι[5],ι,,iota
urn:cite:openpal:team2.18,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@α[3],α,,alpha
urn:cite:openpal:team2.19,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ζ[1],ζ,,zeta
urn:cite:openpal:team2.10,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ω[1],ω,,omega
urn:cite:openpal:team2.21,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@στ[2],στ,,sigma-tau ligature
urn:cite:openpal:team2.22,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@η[2],η,,eta
urn:cite:openpal:team2.23,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ρ[3],ρ,,rho
urn:cite:openpal:team2.24,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ο[1],ο,,omicron
urn:cite:openpal:team2.25,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@σ[3],σ,,sigma
urn:cite:openpal:team2.26,urn:cts:greekLit:tlg0012.tlg001.msA:5.538@ε[3],ε,,epsilon
